pm_name,pm_Latitude,pm_Longitude,pm_type,pm_LandPublicArea,pm_location
聖山綠地,25.106830597,121.53234863,綠地,344,忠義街，德行東路190巷交叉口
福文公園,25.090650558,121.52722931,綠地,1063,中山北路五段441號
福德綠地A,25.079538,121.512395,綠地,368,重慶北路四段1巷，高速公路交流道旁
福德綠地B,25.079262,121.512066,綠地,368,重慶北路四段1巷，高速公路交流道旁
士林3號廣場,25.104530334,121.52461243,廣場,2590,忠誠路中山北路六段交叉口西側
天母廣場,25.118749619,121.5300827,廣場,3741,中山北路與天母東.西路交接處
天生廣場,25.126190186,121.53125,廣場,839,中山北路七段219巷旁
一江公園,25.053279877,121.53125763,公園,2330,一江街31號對面
八二三砲戰紀念公園,25.076799393,121.52677155,公園,14700,圓山飯店東側
力行三號公園,25.085430145,121.53668976,公園,6321,"通北街146巷,力行新村附近"
下埤公園,25.06701088,121.5422821,公園,2055,民族東路512巷內
下塔悠公園,25.076929092,121.55956268,公園,24268,樂群一路旁，基隆河截彎取直範圍內(平均地權基金)
上塔悠公園,25.077510834,121.55200195,公園,13187,樂群一路旁，基隆河截彎取直範圍內(平均地權基金)
大佳社區公園,25.072750092,121.53765869,公園,1001,濱江街154巷對面（高速公路旁）
大直公園,25.082710266,121.54727936,公園,797,北安路621巷30號邊
中427公園,25.080329895,121.55599213,公園,3395,敬業三路與樂群二路交會口
中428公園,25.078447,121.553485,公園,1216,樂群二路30巷內
中429公園,25.078469,121.555858,公園,2038,樂群二路116巷旁
中430公園,25.078290939,121.56208038,公園,2702,基湖路120巷30弄1至7號對面
中431公園,25.077400208,121.56520844,公園,2830,基湖路151巷46弄對面
中山21號廣場,25.080799103,121.55628204,公園,2584,"樂群二路旁,基隆河截彎取直範圍內"
中吉公園,25.056360245,121.53183746,公園,2970,松江路170巷內
中安公園 ,25.056489944,121.52398682,公園,2000,中山北路2段65巷2弄內
中原公園,25.055810928,121.52858734,公園,2273,吉林路144巷與中原街交口處
仁德公園,25.053180695,121.52908325,公園,1881,吉林路108巷吉林國小附近
四平公園,25.053230286,121.53450775,公園,2845,松江路123巷內
正守公園,25.048051,121.528745,公園,824,長安東路一段56巷
民享公園,25.059230804,121.52111053,公園,1610,民生西路45巷9弄內
永安公園,25.079120636,121.54521179,公園,1165,北安路518巷14弄內
永直公園,25.08147049,121.55052948,公園,3358,北安路608巷14弄1號
永盛公園,25.059030533,121.52480316,公園,4125,"中山北路2段93巷26,40號間"
永靜公園,25.061559677,121.52178192,公園,1850,中山北路二段128巷內
伊通公園,25.050159454,121.53476715,公園,4715,松江路85巷內
吉林公園,25.050825119,121.52893066,公園,1579,吉林路14巷內
合江公園,25.058660507,121.53948212,公園,333,合江街73巷口
朱昌公園,25.055459976,121.53881836,公園,2637,合江街58巷口
朱厝崙公園,25.047550201,121.5410614,公園,1557,龍江路21巷內
朱崙公園,25.049339294,121.54168701,公園,2423,龍江路45巷內
朱園公園,25.045558,121.533387,公園,1021.85,渭水路與市民大道三段交叉口
江寧公園,25.061229706,121.53941345,公園,1230,龍江路286巷
自強公園,25.086019,121.548603,公園,6892,大直街124巷內
明水公園,25.078819275,121.54805756,公園,10002,北安路538巷1弄1號前
林森公園,25.052339554,121.52587128,公園,29331,南京東路一段、林森北路右側
松江公園,25.050369263,121.53246307,公園,1804,松江路90巷
松錦1號公園,25.060117,121.532404,公園,906,民生東路二段127巷
松錦2號公園,25.059608,121.532089,公園,1390,民生東路二段115巷25弄
直安公園,25.081199646,121.54785156,公園,550,北安路573巷內
花博公園美術園區,25.07060051,121.5239563,公園,103220,中山北路以東，民族東路以北 (原民族公園)
花博公園圓山園區,25.071569443,121.52062225,公園,159410,捷運圓山站以東、兒育中心以南、爭豔館以北、中山北路以西
花博公園新生園區,25.068569183,121.53050232,公園,195000,新生北路三段105號.民族東路松江路間
金泰公園,25.076495,121.565167,公園,14117,樂群一路旁，基隆河截彎取直範圍內(平均地權基金)
建興公園,25.047149658,121.53817749,公園,804,八德路二段167巷內
培英公園,25.082269669,121.54498291,公園,8622,北安路501巷實踐大學前
康樂公園,25.053409576,121.52514648,公園,13385,南京東路一段、林森北路左側
復華公園,25.053129196,121.53968048,公園,2176,龍江路114巷內
晴光公園,25.063899994,121.52456665,公園,2740,"雙城街7,13及10巷口"
華山公園,25.047745,121.525861,公園,14565,市民大道二段上
華山公園B,25.047745,121.525861,公園,14565,市民大道二段上
進安公園,25.045869827,121.53746796,公園,2163,八德路二段146巷內
集英公園,25.065402,121.521344,公園,1890,中山北路三段36巷14弄
圓山自然景觀公園,25.075055,121.52233,公園,98000,台北市中山區玉門街33號
敬業公園,25.085728,121.556045,公園,2153,北安路821巷4弄
新喜公園,25.065429688,121.53218842,公園,2903,吉林路393巷內
新祿公園,25.067159653,121.52964783,公園,1312,新生北路3段87巷內
新壽公園,25.063310623,121.52992249,公園,1215,吉林路301號對面
新興公園,25.061519623,121.52465057,公園,1630,中山北路二段137巷內
農安公園,25.065280914,121.53526306,公園,1333,農安街227巷3弄底
榮星花園公園,25.062650681,121.54049683,公園,65192,榮星花園舊址，民權東路建國北路
聚葉公園,25.060496,121.527236,公園,649,新生北路二段與錦州街交口(錦州橋下)
劍潭公園,25.080108,121.524598,公園,6935,圓山飯店西側，中山北路四段
德惠公園,25.067489624,121.53156281,公園,1360,吉林路461巷內
撫順公園,25.064579,121.52199,公園,2007,中山北路三段大同公司前
線形公園-心雙連,25.060237,121.520521,公園,10969,民權西路70巷及民生西路45巷
線形公園-民族西至民權西路段,25.066759,121.519475,公園,14884,撫順街41巷(淡水捷運高架下方)
線形公園-圓山至民族西路段,25.069382,121.519822,公園,13011,玉門街(淡水捷運高架下方)
興安公園,25.055679321,121.54177856,公園,3903,遼寧街170巷
興亞公園,25.047380447,121.53160095,公園,875,長安東路二段36巷內
興國公園,25.0531,121.541941,公園,7766,遼寧街116巷旁
遼寧公園,25.053600311,121.54231262,公園,2065,遼寧街185巷口
錦北公園,25.060489655,121.53582764,公園,1359,錦州街275號旁
錦州公園,25.060619354,121.52931976,公園,2690,錦州街138號對面
龍江公園,25.059820175,121.54216003,公園,2200,龍江路271巷
雙城公園,25.067310333,121.52401733,公園,3200,"雙城街40,46及37,43巷口"
力行1號綠地,25.084100723,121.53887177,綠地,698,通北街65巷，大直圓山二村，力行新村附近
力行2號綠地,25.083349228,121.53793335,綠地,754,大直圓山二村，通北街118巷內
中山129號綠地,25.053720474,121.53967285,綠地,39,中山區復華里龍江路118號
中山161號綠地,25.078069687,121.53315735,綠地,133,北安路忠烈祠圓環
中山240號綠地,25.086969376,121.54959869,綠地,10570,北安路自強隧道口右側
中山381號綠地,25.07959938,121.54720306,綠地,415,北安路538巷口
中山411號綠地,25.0832901,121.55644989,綠地,1257,"敬業三路旁,基隆河截彎取直範圍內"
中山412號綠地,25.082300186,121.55645752,綠地,2012,"敬業三路旁,基隆河截彎取直範圍內"
中山413號綠地,25.083320618,121.55619812,綠地,1257,"敬業三路旁,基隆河截彎取直範圍內"
中山414號綠地,25.081260681,121.5561676,綠地,2015,"敬業三路旁,基隆河截彎取直範圍內"
中山415號綠地,25.080120087,121.55262756,綠地,888,"樂群二路旁,基隆河截彎取直範圍內"
中山416號綠地,25.080070496,121.55377197,綠地,1027,"樂群二路旁,基隆河截彎取直範圍內"
中山417號綠地,25.080070496,121.5552597,綠地,1348,"樂群二路旁,基隆河截彎取直範圍內"
中山418號綠地,25.080059052,121.55737305,綠地,1013,"樂群二路旁,基隆河截彎取直範圍內"
中山419號綠地,25.080039978,121.55934143,綠地,1571,"樂群二路旁,基隆河截彎取直範圍內"
中山420號綠地,25.080049515,121.56099701,綠地,1483,"樂群二路旁,基隆河截彎取直範圍內"
中山421號綠地,25.080379486,121.56217194,綠地,612,"樂群二路旁,基隆河截彎取直範圍內"
中山422號綠地,25.079860687,121.552742,綠地,867,"樂群二路旁,基隆河截彎取直範圍內"
中山423號綠地,25.079839706,121.55380249,綠地,1052,"樂群二路旁,基隆河截彎取直範圍內"
中山424號綠地,25.079839706,121.55491638,綠地,872,"樂群二路旁,基隆河截彎取直範圍內"
中山425號綠地,25.079839706,121.55581665,綠地,806,"樂群二路旁,基隆河截彎取直範圍內"
中山426號綠地,25.08011055,121.56221771,綠地,784,"樂群二路旁,基隆河截彎取直範圍內"
長春綠地,25.052900314,121.53800964,綠地,474,中山區復華里南京東路3段89巷27弄
中山4號廣場,25.052610397,121.52052307,廣場,1622,中山區康樂里中山北路2段41號
九華公園,25.088590622,121.56137848,公園,2069,內湖路一段91巷39弄35-1號
下灣公園,25.066810608,121.59069824,公園,14586,內湖成功路二段189號旁
上灣公園,25.065460205,121.59584045,公園,15883,民權東路六段210巷43號旁
口湖公園,25.067328,121.598514,公園,804,民權隧道西側(民權東路六段)
大坑公園,25.069037,121.598706,公園,437,民權東路六段191巷50號對面
大港墘公園,25.0774149,121.5729968,公園,25504,台北市內湖區港墘里瑞光路393號
大湖公園,25.082976,121.602695,公園,134135,成功路五段31號
山腳公園,25.084089279,121.57990265,公園,5801,環山路三段18號對面
五分公園,25.067119598,121.61479187,公園,1432,安康路448號對面
內湖125號公園,25.064699173,121.61125946,公園,7375,南湖大橋東側與中山高速公路南側
文心公園,25.065450668,121.58418274,公園,4559,新湖二路及新湖三路交接處
文湖公園,25.087427,121.560993,公園,886,內湖路1段91巷35弄40號對面
文德3號公園,25.075090408,121.57711792,公園,16245,內湖文德路50號至江南街71巷16弄
文德二號公園,25.077859879,121.58374023,公園,6194,文德路208巷旁
仙樹公園,25.085609436,121.56900024,公園,8719,環山路1段59巷14弄2號對面
北勢湖公園,25.083749771,121.56168365,公園,5474,內湖路一段66號旁(環保公園)
安泰公園,25.07408905,121.61863708,公園,1336,安泰街45巷11弄旁
安康公園(下),25.067209244,121.61061859,公園,4848,康寧路三段220號南湖高中旁
安康公園(上),25.067129135,121.61238098,公園,5675,康寧路三段245巷42號前
安湖三號公園,25.070419312,121.61569214,公園,1399,東湖路113巷49弄5號前
安湖公園,25.074020386,121.61541748,公園,466,東湖路113巷141號前
成功公園,25.084299088,121.59662628,公園,45954,成功路四段223巷旁
行善公園,25.053260803,121.57557678,公園,3260,南京東路六段32號旁
西安公園,25.087450027,121.56748199,公園,3494,環山路一段136巷10弄10號對面
西安廣場,25.086759567,121.56085205,公園,,臺北市內湖區文湖街21巷20號對面
西康二號公園,25.084980011,121.5639267,公園,4294,內湖路1段203巷25號
西康公園,25.083120346,121.56439209,公園,3277,內湖路一段217巷旁
西湖公園,25.083610535,121.57038879,公園,7184,內湖路一段387巷3弄5-11號旁(恕德家商旁)
扶輪親恩公園,25.066709518,121.57975006,公園,4610,民權東路六段30號旁
明美公園,25.06221962,121.5861969,公園,40250,南京東路六段北側（羊稠小段五期重劃區）
東湖一號公園,25.07559967,121.61213684,公園,3698,康寧路三段189巷163弄17號前
東湖二號公園,25.073890686,121.61092377,公園,3050,康寧路三段99巷39弄27號前
東湖四號公園,25.070449829,121.61808014,公園,2023,康樂街110巷16弄20號(康樂派出所前)
金瑞公園,25.08795929,121.58795166,公園,2756,金龍路213巷1弄28號前
金龍公園,25.08543218,121.59079901,公園,458,金龍路112巷旁(碧湖國小旁)
長青公園,25.080980301,121.58174133,公園,5168,內湖路二段103巷34號旁
南湖一號公園,25.069139481,121.61109161,公園,598,康寧路三段180巷22號對面(環保公園)
洲子1號公園,25.07957077,121.56433868,公園,9600,臺北市內湖堤頂大道、基湖路交叉口（環保公園、六期重劃）
洲子2號公園,25.07959938,121.5686264,公園,5123,瑞光路498號對面、仁寶電腦公司旁
美善公園,25.056999207,121.57858276,公園,2481,行善路59巷20弄2號旁
畚箕湖公園,25.089436,121.560064,公園,3654,文湖街21巷84至90號對面
康湖二號公園,25.074042,121.6088,公園,2469,成功路五段450巷23弄23號旁
康湖公園,25.074680328,121.6087265,公園,4089,成功路五段420巷30號旁
康寧公園,25.068910599,121.60958862,公園,6017,民權東路六段296巷121號對面
康樂綠地,25.0754607987,121.6206521126,公園,15445,114臺北市內湖區康樂街191巷16號
清白公園,25.081699371,121.59528351,公園,14546,成功路四段167巷16號對面（康寧國小旁）
港都公園,25.082719803,121.57523346,公園,1779,港華街40號旁(麗山國中後)
港華一號公園,25.087734,121.573586,公園,1327,環山路二段50巷2號旁
港華二號公園,25.087789536,121.57383728,公園,173,環山路二段50巷11號旁
港華三號公園,25.086690903,121.57505798,公園,927,環山路二段68巷14號麗山活動中心旁
港華六號公園,25.084260941,121.57462311,公園,803,港華街85巷21號前
港華四號公園,25.086530685,121.57527924,公園,789,環山路二段68巷14號對面
港墘公園,25.080978,121.576437,公園,2271,內湖路一段667巷9號之1
游美公園,25.064599991,121.59719849,公園,1380,民權東路六段206巷143弄底
湖山9號公園,25.085220337,121.60350037,公園,10691,大湖山莊街42-56號間
湖山八號公園,25.083919525,121.60327148,公園,324,大湖山莊街25號旁
湖山三號公園,25.08716011,121.6044693,公園,6527,大湖山莊街65巷北側
湖山五號公園,25.081579208,121.60083771,公園,2568,大湖街158巷39號旁
湖山六號公園,25.083099365,121.60186005,公園,8638,大湖街166巷24號對面(大湖派出所後方)
湖山四號公園,25.082700729,121.60075378,公園,525,大湖街160巷18弄2號對面
湖元公園,25.068229675,121.58702087,公園,1203,民權東路六段120巷3弄1號對面
湖畔公園,25.088247,121.601473,公園,5077,大湖山莊街177巷1號對面
湖聖公園,25.069770813,121.59176636,公園,828,民權東路六段123巷20弄23號前
湖興公園,25.066930771,121.58959198,公園,5717,成功路二段312巷62號對面
湖濱公園,25.0815472937,121.5876265462,公園,422,內湖路二段179巷口(達人女中對面)
湖寶公園,25.0666008,121.5995636,公園,612,民權東路六段228號西側
週美綠地,25.056400299,121.58190155,公園,9245,臺北市內湖區新明路298巷以西至基隆河堤防
陽光公園,25.076736,121.586719,公園,2804,陽光街68巷口北側
新明公園,25.054130554,121.57881165,公園,1740,新明路428巷13號對面
煙波庭公園,25.086339951,121.59925079,公園,3729,大湖街131巷18弄61號對面
瑞光公園,25.071180344,121.5776825,公園,33806,瑞光路132巷旁內（六期重劃區）
瑞湖公園,25.069309235,121.57688904,公園,5574,民權東路六段19巷底
瑞陽公園,25.07751,121.579352,公園,2671,文德路22巷10號對面
碧山公園,25.087080002,121.59195709,公園,2603,內湖路三段60巷10號前
碧湖公園,25.08218956,121.58428955,公園,131749,內湖路二段175號，國立臺灣戲曲學院旁
福壽公園,25.079809189,121.59655762,公園,1970,星雲街150巷18號旁
翠湖公園,25.08626,121.602107,公園,1150,大湖山莊街117號至147號後面
樂活公園,25.068244,121.618814,公園,9509,康樂街61巷15弄旁
樂康公園,25.070070267,121.62069702,公園,796,康樂街61巷73弄24號對面
環東公園,25.043729782,121.5429306,公園,4410,南京東路六段北側與堤頂大道交叉口
麗湖公園,25.073539,121.599282,公園,1152,金湖路363巷67弄63號對面(四期重劃)
內湖110號綠地,25.071229935,121.5800705,綠地,1318,臺北市內湖區瑞光路112巷及76巷旁(六期重劃)
內湖117號綠地,25.083269119,121.60185242,綠地,2214,臺北市內湖區大湖山莊街與成功路5段交叉口、大湖設區國宅
內湖119號安興綠地,25.057699203,121.58367157,綠地,7081,位於南京東路6段北側，安興街南側
文德1號綠地,25.078590393,121.58421326,綠地,8194,臺北市內湖區文德路1號-91號間
石潭公園,25.063119888,121.59320831,綠地,55660,內湖成功路二段東側（麥帥公路兩側）
港華5號綠地,25.085449219,121.57428741,綠地,418,臺北市內湖區環山路2段62號對面
湖興綠地,25.068939209,121.59089661,綠地,390,臺北市內湖區成功路2段312巷27號旁
紫陽綠地,25.076410294,121.58679962,綠地,12125,臺北市內湖區陽光街55號、內湖高中後面
潭美公園,25.057010651,121.5816803,綠地,12844,新明路298巷16弄起至成功路2段潭美國小旁
麗湖綠地,25.073374,121.600509,綠地,1776,金湖路363巷51弄口
治磐廣場,25.08272934,121.56630707,廣場,288,臺北市內湖區內湖路1段285巷8弄2號旁
港富廣場,25.080299377,121.57811737,廣場,3054,臺北市內湖區內湖路1段715巷旁
灣仔廣場,25.068939209,121.59089661,廣場,1067,臺北市內湖區成功路2段324巷4號旁
大同公園,25.067979813,121.51200104,公園,2141,延平北路三段99巷
大稻埕公園,25.058660507,121.51036835,公園,3827,歸綏街241號隔壁
大龍公園,25.070240021,121.51557922,公園,2313,大龍街244號旁
玉泉公園,25.049930573,121.50765228,公園,19265,西寧北路28號
至聖公園,25.07118988,121.51769257,公園,609,承德路三段210號
忠和公園,25.057880402,121.50861359,公園,849,歸綏街250巷
哈密公園,25.0748460039,121.5155940145,公園,935,哈密街59巷
建成公園,25.0540905,121.51822662,公園,10640,承德路二段35號旁
迪化公園,25.071109772,121.51200867,公園,1676,迪化街二段243巷
國順公園,25.066222,121.510025,公園,1600,大同區昌吉街131巷西側
景化公園,25.065359116,121.51274109,公園,1940,伊寧街9巷
朝陽公園,25.05595,121.51313,公園,4903,重慶北路2段70巷旁
塔城公園,25.050720215,121.51080322,公園,3078,塔城街7號旁
德鄰公園,25.062169,121.514928,公園,1627,民權西路184巷11弄
蔣渭水紀念公園,25.059709549,121.51677704,公園,5060,錦西街51號對面
樹德公園,25.066799164,121.51628113,公園,4549,大龍街、大同區行政大樓旁
歸綏戲曲公園,25.057970047,121.51309204,公園,2849,重慶北路2段與歸綏街口
蘭州公園,25.063959122,121.51538086,公園,2200,蘭州街89巷
大同249綠地,25.077430725,121.51145935,綠地,1486,大同區老師里迪化街364巷西北側
大同250綠地,25.077220917,121.50985718,綠地,1462,大同區老師里迪化街364巷東南側
大同251綠地,25.078380585,121.51184845,綠地,11737,大同區老師里環河北路敦煌路口三角綠地
敦煌1號綠地,25.0747509,121.51628876,綠地,933,大同區重慶里重慶北路3段交流道旁
敦煌2號綠地,25.076969147,121.51644135,綠地,800,大同區老師里敦煌路125號慶昌橋旁
大同16號廣場,25.056379318,121.50861359,廣場,718,大同區永樂里環河北路與民生西路口
大稻埕廣場,25.055000305,121.50953674,廣場,131,大同區永樂里永昌街與迪化街口之霞海城隍廟前
六藝廣場,25.074689865,121.5150528,廣場,4957,大同區保安里孔廟西北側及保安宮南側道路
太原廣場,25.04747963,121.51663971,廣場,2129,大同區建明里鄭州路與太原路口左右兩側廣場
永樂廣場,25.054660797,121.50965881,廣場,1200,大同區永樂里迪化街永樂市場
保安廣場,25.070550919,121.51892853,廣場,180,大同區保安里庫倫街55巷旁(北側)
建成圓環,25.0527604,121.5142952,廣場,2726,南京西路與重慶北路口東南側
八德公園,25.046930313,121.5457077,公園,1520,八德路二段366巷21之1號前
三民公園,25.061380386,121.5669632,公園,18407,三民路，撫遠街298號
三民公園A,25.061380386,121.5669632,公園,18407,三民路，撫遠街298號
中華公園,25.053527,121.552484,公園,2006,健康路15巷口
民生公園,25.057479858,121.55809784,公園,18130,民生東路五段36巷4弄與8弄間
民有一號公園,25.060770035,121.54740143,公園,1542,敦化北路244巷31號前
民有二號公園,25.059640884,121.54631805,公園,938,民生東路三段113巷14號前
民有三號公園,25.058620453,121.54762268,公園,1108,民生東路三段127巷14號前
民福綠地,25.06276,121.54879,公園,1514,民族東路763號對面
民權公園,25.061910629,121.55917358,公園,25270,富錦街359巷2弄，民權國小旁
吉仁公園,25.047809601,121.55348206,公園,1319,八德路3段、延吉街口
吉祥公園,25.050533295,121.56404877,公園,1873,八德路四段245巷52弄至56弄間
安平公園,25.053020477,121.56449127,公園,468,南京東路五段251巷32弄8號旁
西松公園,25.053689957,121.56413269,公園,2865,三民路、健康路口
延壽一號公園,25.057630539,121.55635071,公園,1300,光復北路165巷17號前
延壽二號公園,25.057350159,121.55275726,公園,1350,民生東路四段56巷3弄20號前
延壽三號公園,25.056869507,121.55180359,公園,1730,敦化北路199巷5號前
松基公園,25.055369,121.545445,公園,6693,興安街174巷旁
松榮公園,25.060208,121.555107,公園,7266,光復北路及富錦街交接處
長壽公園,25.053369522,121.55892181,公園,3568,健康路174號旁
美仁一號公園,25.050149918,121.55345917,公園,1502,南京東路四段52巷14號前
美仁二號公園,25.049499512,121.55342102,公園,1343,八德路三段99巷12～18號前
健康公園,25.05411911,121.56887054,公園,1957,健康路、松山變電所旁
婦聯公園,25.054689407,121.55973053,公園,5127,延壽街330巷20弄
富民生態公園,25.060150146,121.56433868,公園,8413,新東街41之7號
富錦一號公園,25.058889389,121.55902863,公園,2289,民生東路五段69巷2弄旁
富錦二號公園,25.059610367,121.55962372,公園,2340,民生東路5段69巷2弄27號旁
富錦三號公園,25.060239792,121.55889893,公園,2283,民生東路5段69巷4弄11號旁、富錦街374號
富錦五號公園,25.058849335,121.55354309,公園,980,民生東路四段97巷4弄20號旁
富錦六號公園,25.058210373,121.55290222,公園,1000,民生東路四段105號旁
復盛公園,25.04747963,121.56147003,公園,9244,市民大道五段99號、八德路四段106巷
復源公園,25.046489716,121.55448151,公園,2064,光復南路22巷至32巷間
敦中公園,25.049900055,121.54589081,公園,2421,敦化北路4巷31號邊
敦化公園,25.046409607,121.5504837,公園,1728,八德路三段12巷52弄2之1號邊
敦北公園,25.061229706,121.55156708,公園,8420,敦化北路、民權東路口
新中公園,25.060520172,121.56086731,公園,3038,新中街、富錦街口
新東公園,25.058799744,121.568367,公園,3716,民生東路五段、撫遠街口
寧安公園,25.050350189,121.55487061,公園,2856,寧安街50巷、育達商職第二校區前
精忠2號公園,25.056390762,121.55284882,公園,700,民生東路四段80巷旁
精忠公園,25.059339523,121.5521698,公園,720,民生東路四段97巷6弄2號旁
慶城公園 A,25.05327034,121.54638672,公園,5390,慶城街16巷、南京東路3段303巷
慶城公園B,25.05327034,121.54638672,公園,5390,慶城街16巷、南京東路3段303巷
撫遠公園,25.06444931,121.56694794,公園,8320,撫遠街367巷至389巷底
舊宗1號公園 ( 新東農園 ),25.061950684,121.56886292,公園,745,撫遠街，撫遠街抽水站旁
舊宗2號公園,25.05491066,121.56999969,公園,795,撫遠街，松山抽水站兩側
鵬程公園,25.055519104,121.56867218,公園,3894,健康路325巷6弄底
寶清公園,25.052120209,121.56764221,公園,3339,寶清街85號對面
松山121號綠地三民圓環,25.059160233,121.56256866,綠地,3320,臺北市松山區民生東路五段三民路口
大理公園,25.034139633,121.49365997,公園,1230,環河南路二段125巷口
日善公園,25.026383,121.496312,公園,2247,東園街67巷
寺前公園,25.033540726,121.49920654,公園,272,西園路一段282-2號(萬華火車站新站旁)
老松公園,25.038520813,121.50273895,公園,2130,桂林路與永福街之間(老松國小對面)
西園公園,25.026955,121.497882,公園,1253,東園街67巷及73巷之間(西園國小對面)
孝德公園,25.024124,121.49425,公園,1313,臺北市萬華區寶興街140巷17弄
和平青草園(原萬華402號公園),25.032659531,121.49720764,公園,4633,西園路一段與艋舺大道交叉口
東園公園,25.020950317,121.49524689,公園,579,萬大路424巷及486巷68弄之間
長沙公園,25.041500092,121.49992371,公園,1242,環河南路一段、長沙街二段交口
長順公園,25.031850815,121.48902893,公園,529,長順街46巷旁
青山公園,25.039369583,121.49830627,公園,780,華西街8號旁
青年公園,25.025110242,121.505861,公園,246958,臺北市水源路199號
保德公園,25.022790909,121.49746704,公園,1082,東園街154巷旁
柳鄉公園,25.037260056,121.49543762,公園,1002,環河南路二段100巷內
桂林公園,25.038909912,121.49681854,公園,2137,環河南路二段與桂林路交口
華江一號公園,25.035890579,121.49411011,公園,298,和平西路三段309巷與環河南路二段158巷間
華江七號公園,25.035028,121.493461,公園,544,和平西路三段302巷1號
華江八號公園,25.034059525,121.49268341,公園,1263,環河南路二段250巷28弄旁
華西公園,25.038669586,121.49865723,公園,968,華西街21巷內(桂林路與華西街口)
新糖廍公園(糖廍文化園區),25.0335490551,121.4946462926,公園,6650,大理街160巷旁
萬華51號公園,25.03594017,121.50292206,公園,845,萬華區富福里西園路1段與大理街交叉口
壽德公園,25.024429321,121.50113678,公園,989,萬青街118巷旁
福星公園,25.046070099,121.50591278,公園,1332,漢口街與昆明街交叉口
綠堤公園,25.033210754,121.49289703,公園,1260,環河南路二段159巷邊
聚德公園,25.034889221,121.49472046,公園,510,大理街175巷及和平西路三段286巷1弄間
艋舺公園,25.0360378506,121.4999117105,公園,13373,"廣州街,西園路交叉口.(原龍山寺公園)"
糖廍公園,25.0343931129,121.4946526053,公園,6650,大理街175巷內
錦德公園,25.023300171,121.49236298,公園,1911,德昌街與西園路二段281巷交叉口
萬華266號綠地,25.039159775,121.50309753,綠地,478,萬華區菜園里康定路與貴陽街2段交叉口
西本願寺（萬華406號）廣場,25.040300369,121.50708008,廣場,8974,臺北市中華路1段及長沙街2段交會處
二二八和平公園,25.042286,121.514297,公園,76180,凱達格蘭大道3號
中央藝文公園,25.046272,121.526856,公園,26700,北平東路30號前
中正403號公園,25.02559,121.52049,公園,500,臺北市中正區牯嶺街95巷強恕中學旁
介壽公園,25.039260864,121.51463318,公園,13156,凱達格蘭大道西側，總統府前
文光公園,25.039039612,121.53085327,公園,2252,仁愛路二段65巷1弄口
文盛公園,25.016170502,121.53211975,公園,734,羅斯福路三段284巷1號前
水源町公園,25.0118701542,121.534604402,公園,1800,臺北市中正區汀州路三段104巷40弄6號
永昌公園,25.026229858,121.50995636,公園,3489,寧波西街181巷30號前
永福公園,25.009801,121.532098,公園,16201,福和橋邊，基隆路汀州路口
忠孝公園,25.041830063,121.53202057,公園,1200,忠孝東路二段134巷對面
信愛公園,25.034910202,121.52876282,公園,901,臨沂街75巷11號
南昌公園,25.026819229,121.52020264,公園,4413,南昌路二段與和平西路一段交口
牯嶺公園,25.02312088,121.51867676,公園,3228,牯嶺街141號前
連雲公園,25.035209656,121.5318222,公園,2009,連雲街37巷與新生南路一段146巷交口.
逸仙公園,25.047700882,121.52002716,公園,3025,北平西路，中山北路口
齊東公園,25.041749954,121.52829742,公園,1061,齊東街53巷巷口.
黎明公園,25.044139862,121.51555634,公園,465,南陽街38巷5號前
螢橋公園,25.026720047,121.51725006,公園,762,和平西路1段116號
中正138號綠地,25.03783989,121.51451111,綠地,20180,愛國西路林園道
北門廣場,25.0480021,121.5116831,廣場,6865,忠孝西路與中華路一段東南側
交通4號廣場,25.047380447,121.51880646,廣場,4825,中正區黎明里市民大道旁、逸仙公園西側
交通8號廣場,25.050319672,121.51651001,廣場,2698,中正區黎明里忠孝西路與重慶北路口西側
行旅廣場,25.0477977,121.5132041,廣場,39233,忠孝西路與重慶北路一段路口東北側
瑠公公園,25.042409897,121.54572296,公園,2939,復興南路1段135巷與大安路1段路口
瑠公圳公園 ,25.043609619,121.54312134,公園,12423,復興南路至建國南路
大安公園,25.042760849,121.54280853,公園,2913,安東街.復興南路1段126巷內
大安森林公園,25.0333004,121.5358429,公園,259354,"新生南路以東,信義路三段以南"
大學公園,25.021909714,121.53289795,公園,1098,溫州街46巷
仁慈公園,25.034130096,121.5457077,公園,1090,大安路1段224巷口
仁愛公園,25.036619186,121.54624176,公園,1390,大安路1段169巷
仁愛圓環,25.037630081,121.54968262,公園,5060,仁愛路與敦化南路交會處之圓環
公館公園,25.0114267237,121.5407910799,公園,1096,羅斯福路4段113巷內
古風公園,25.021970749,121.52905273,公園,233,龍泉街108號對面
古莊公園,25.022729874,121.5282135,公園,2466,師大路92巷內
四維公園,25.030630112,121.54532623,公園,3097,瑞安街23巷24弄
平安公園,25.031959534,121.54931641,公園,1614,敦化南路2段37巷旁
民榮公園,25.035400391,121.53569794,公園,2896,新生南路1段157巷19號
民輝公園,25.039510727,121.53505707,公園,1397,仁愛路3段5巷3弄18號
永康公園,25.031620026,121.52971649,公園,1800,永康街17巷口
光信公園,25.035560608,121.55580139,公園,1211,延吉街241號
全安公園,25.02545929,121.5512085,公園,1575,和平東路3段119巷15號對面
安東公園,25.028930664,121.54482269,公園,1630,復興南路2段125巷20弄
安祥公園,25.034540176,121.54273224,公園,1598,信義路3段157巷10弄
