飯店名稱,評論分數,館內熱門設施,住客評論(前3則),行政區,地址,緯度,經度,房型名稱,價格,可住宿人數,房型圖片網址,飯店連結,星等
華中露營場,6.8,客房服務、免費停車、行李寄存、暖氣、花園,無,萬華區,台北萬華區萬華區萬大路底華中河濱公園左區,25.01462383252272,121.49634093046188,標準房,3150,4,#RD169251301,https://www.booking.com/hotel/tw/hua-zhong-lu-ying-chang.zh-tw.html,4
華中露營場,6.8,客房服務、免費停車、行李寄存、暖氣、花園,無,萬華區,台北萬華區萬華區萬大路底華中河濱公園左區,25.01462383252272,121.49634093046188,標準房,2850,2,#RD169251302,https://www.booking.com/hotel/tw/hua-zhong-lu-ying-chang.zh-tw.html,4
藝築文旅 - 開封舘,6.8,禁菸客房、免費無線網路、家庭房、電梯、行李寄存,無,萬華區,台北萬華區開封街二段63號2-4樓,25.047079,121.505302,標準房,3600,4,#RD355490004,https://www.booking.com/hotel/tw/yi-su-wen-lu-kai-feng-guan.zh-tw.html,4
趣旅館．林森館,8.1,禁菸客房、免費無線網路、機場接駁車、餐廳、24 小時接待櫃檯、洗衣、電梯、行李寄存、早餐評價還不錯,「離捷運站近」 | 「非常喜歡。早餐好吃。住第二次了」 | 「位置好，還有含早餐，房間乾淨，公共設施也很完善。每次來台北研習上課都會來住，真心推！」,中山區,台北中山區林森北路487號,25.0613745,121.52572729999996,標準房,3765,4,#RD170592509,https://www.booking.com/hotel/tw/qu-lu-guan-lin-sen-guan.zh-tw.html,3
趣旅館．林森館,8.1,禁菸客房、免費無線網路、機場接駁車、餐廳、24 小時接待櫃檯、洗衣、電梯、行李寄存、早餐評價還不錯,「離捷運站近」 | 「非常喜歡。早餐好吃。住第二次了」 | 「位置好，還有含早餐，房間乾淨，公共設施也很完善。每次來台北研習上課都會來住，真心推！」,中山區,台北中山區林森北路487號,25.0613745,121.52572729999996,標準房,5530,4,#RD170592522,https://www.booking.com/hotel/tw/qu-lu-guan-lin-sen-guan.zh-tw.html,3
趣旅館．林森館,8.1,禁菸客房、免費無線網路、機場接駁車、餐廳、24 小時接待櫃檯、洗衣、電梯、行李寄存、早餐評價還不錯,「離捷運站近」 | 「非常喜歡。早餐好吃。住第二次了」 | 「位置好，還有含早餐，房間乾淨，公共設施也很完善。每次來台北研習上課都會來住，真心推！」,中山區,台北中山區林森北路487號,25.0613745,121.52572729999996,標準房,5506,4,#RD170592510,https://www.booking.com/hotel/tw/qu-lu-guan-lin-sen-guan.zh-tw.html,3
趣旅館．林森館,8.1,禁菸客房、免費無線網路、機場接駁車、餐廳、24 小時接待櫃檯、洗衣、電梯、行李寄存、早餐評價還不錯,「離捷運站近」 | 「非常喜歡。早餐好吃。住第二次了」 | 「位置好，還有含早餐，房間乾淨，公共設施也很完善。每次來台北研習上課都會來住，真心推！」,中山區,台北中山區林森北路487號,25.0613745,121.52572729999996,標準房,3741,2,#RD170592505,https://www.booking.com/hotel/tw/qu-lu-guan-lin-sen-guan.zh-tw.html,3
昇美精品旅店,8.0,禁菸客房、免費無線網路、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務,"「態度親切！」 | 「前台服務人員熱誠細心. 旅店位置適中, 交通方便.」 | 「水夠大，加熱速度也很快」",中山區,台北中山區新生北路2段25號,25.0536585,121.52783840000006,標準房,5125,4,#RD114215604,https://www.booking.com/hotel/tw/hotel-bchic.zh-tw.html,3
昇美精品旅店,8.0,禁菸客房、免費無線網路、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務,"「態度親切！」 | 「前台服務人員熱誠細心. 旅店位置適中, 交通方便.」 | 「水夠大，加熱速度也很快」",中山區,台北中山區新生北路2段25號,25.0536585,121.52783840000006,標準房,3986,2,#RD114215605,https://www.booking.com/hotel/tw/hotel-bchic.zh-tw.html,3
昇美精品旅店,8.0,禁菸客房、免費無線網路、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務,"「態度親切！」 | 「前台服務人員熱誠細心. 旅店位置適中, 交通方便.」 | 「水夠大，加熱速度也很快」",中山區,台北中山區新生北路2段25號,25.0536585,121.52783840000006,標準房,4081,2,#RD114215606,https://www.booking.com/hotel/tw/hotel-bchic.zh-tw.html,3
昇美精品旅店,8.0,禁菸客房、免費無線網路、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務,"「態度親切！」 | 「前台服務人員熱誠細心. 旅店位置適中, 交通方便.」 | 「水夠大，加熱速度也很快」",中山區,台北中山區新生北路2段25號,25.0536585,121.52783840000006,標準房,4384,2,#RD114215601,https://www.booking.com/hotel/tw/hotel-bchic.zh-tw.html,3
瑾旅南西館 Gininn NanXi,7.7,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、電梯、行李寄存、每日清潔服務,「cp值高」 | 「服務好，住宿也舒適」 | 「空間剛剛好」,大同區,台北大同區6-12F,25.054123,121.513605,標準房,4680,4,#RD969584707,https://www.booking.com/hotel/tw/hua-da-lu-dian-nan-xi-guan.zh-tw.html,3
瑾旅南西館 Gininn NanXi,7.7,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、電梯、行李寄存、每日清潔服務,「cp值高」 | 「服務好，住宿也舒適」 | 「空間剛剛好」,大同區,台北大同區6-12F,25.054123,121.513605,標準房,4480,3,#RD969584706,https://www.booking.com/hotel/tw/hua-da-lu-dian-nan-xi-guan.zh-tw.html,3
瑾旅南西館 Gininn NanXi,7.7,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、電梯、行李寄存、每日清潔服務,「cp值高」 | 「服務好，住宿也舒適」 | 「空間剛剛好」,大同區,台北大同區6-12F,25.054123,121.513605,標準房,4280,2,#RD969584704,https://www.booking.com/hotel/tw/hua-da-lu-dian-nan-xi-guan.zh-tw.html,3
瑾旅南西館 Gininn NanXi,7.7,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、電梯、行李寄存、每日清潔服務,「cp值高」 | 「服務好，住宿也舒適」 | 「空間剛剛好」,大同區,台北大同區6-12F,25.054123,121.513605,標準房,4280,2,#RD969584705,https://www.booking.com/hotel/tw/hua-da-lu-dian-nan-xi-guan.zh-tw.html,3
瑾旅南西館 Gininn NanXi,7.7,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、電梯、行李寄存、每日清潔服務,「cp值高」 | 「服務好，住宿也舒適」 | 「空間剛剛好」,大同區,台北大同區6-12F,25.054123,121.513605,標準房,4180,1,#RD969584703,https://www.booking.com/hotel/tw/hua-da-lu-dian-nan-xi-guan.zh-tw.html,3
House Ximending,8.6,禁菸客房、免費良好 WiFi（42 Mbps）、家庭房、電梯、行李寄存、每日清潔服務,「老闆非常貼心介紹房間及注意事項」 | 「離捷運站很近，房間跟衛浴都乾淨。」 | 「下單後快速與客戶聯繫👍 人員超熱心說明並介紹👍 天氣熱會預先開冷氣👍 下樓就可逛街，吃東西👍 推👍推👍推」,萬華區,台北萬華區No,25.04296988683455,121.50558356864812,標準房,5000,4,#RD272834002,https://www.booking.com/hotel/tw/xi-men-ting-jackyde-jia-tai-bei-shi.zh-tw.html,4
House Ximending,8.6,禁菸客房、免費良好 WiFi（42 Mbps）、家庭房、電梯、行李寄存、每日清潔服務,「老闆非常貼心介紹房間及注意事項」 | 「離捷運站很近，房間跟衛浴都乾淨。」 | 「下單後快速與客戶聯繫👍 人員超熱心說明並介紹👍 天氣熱會預先開冷氣👍 下樓就可逛街，吃東西👍 推👍推👍推」,萬華區,台北萬華區No,25.04296988683455,121.50558356864812,標準房,6000,4,#RD272834005,https://www.booking.com/hotel/tw/xi-men-ting-jackyde-jia-tai-bei-shi.zh-tw.html,4
House Ximending,8.6,禁菸客房、免費良好 WiFi（42 Mbps）、家庭房、電梯、行李寄存、每日清潔服務,「老闆非常貼心介紹房間及注意事項」 | 「離捷運站很近，房間跟衛浴都乾淨。」 | 「下單後快速與客戶聯繫👍 人員超熱心說明並介紹👍 天氣熱會預先開冷氣👍 下樓就可逛街，吃東西👍 推👍推👍推」,萬華區,台北萬華區No,25.04296988683455,121.50558356864812,標準房,3000,2,#RD272834001,https://www.booking.com/hotel/tw/xi-men-ting-jackyde-jia-tai-bei-shi.zh-tw.html,4
苓旅萬年-LIN INN Wan Nian,7.7,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務,「位置方便」 | 「很乾淨，房間很大」 | 「乾淨房間很大」,萬華區,台北萬華區Floor,25.043513,121.505894,標準房,4080,4,#RD843005906,https://www.booking.com/hotel/tw/ling-lu-lin-inn-tai-bei-shi.zh-tw.html,4
苓旅萬年-LIN INN Wan Nian,7.7,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務,「位置方便」 | 「很乾淨，房間很大」 | 「乾淨房間很大」,萬華區,台北萬華區Floor,25.043513,121.505894,標準房,3980,3,#RD843005905,https://www.booking.com/hotel/tw/ling-lu-lin-inn-tai-bei-shi.zh-tw.html,4
苓旅萬年-LIN INN Wan Nian,7.7,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務,「位置方便」 | 「很乾淨，房間很大」 | 「乾淨房間很大」,萬華區,台北萬華區Floor,25.043513,121.505894,標準房,3580,2,#RD843005902,https://www.booking.com/hotel/tw/ling-lu-lin-inn-tai-bei-shi.zh-tw.html,4
苓旅萬年-LIN INN Wan Nian,7.7,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務,「位置方便」 | 「很乾淨，房間很大」 | 「乾淨房間很大」,萬華區,台北萬華區Floor,25.043513,121.505894,標準房,3680,2,#RD843005903,https://www.booking.com/hotel/tw/ling-lu-lin-inn-tai-bei-shi.zh-tw.html,4
苓旅萬年-LIN INN Wan Nian,7.7,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務,「位置方便」 | 「很乾淨，房間很大」 | 「乾淨房間很大」,萬華區,台北萬華區Floor,25.043513,121.505894,標準房,3680,2,#RD843005904,https://www.booking.com/hotel/tw/ling-lu-lin-inn-tai-bei-shi.zh-tw.html,4
苓旅萬年-LIN INN Wan Nian,7.7,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務,「位置方便」 | 「很乾淨，房間很大」 | 「乾淨房間很大」,萬華區,台北萬華區Floor,25.043513,121.505894,標準房,3480,1,#RD843005901,https://www.booking.com/hotel/tw/ling-lu-lin-inn-tai-bei-shi.zh-tw.html,4
冨粧商旅,8.2,禁菸客房、免費無線網路、機場接駁車、家庭房、24 小時接待櫃檯、洗衣、電梯、行李寄存、每日清潔服務,「服務人員都很親切」 | 「待客，很滿意，我們這團真的很吵，要求也很多，但是客服都有回應，而且親切，很喜歡，」 | 「服務人員態度親切！位置好房間也很乾淨😻」,萬華區,台北萬華區康定路6號2樓,25.045865140287123,121.5031497180462,標準房,4200,4,#RD46986301,https://www.booking.com/hotel/tw/fuchang.zh-tw.html,2
皇后旅店,6.8,禁菸客房、免費無線網路、客房服務、家庭房、24 小時接待櫃檯、行李寄存、每日清潔服務,無,大同區,台北大同區長安西路226號2F,25.05138516311912,121.51462331403307,標準房,3780,4,#RD71167004,https://www.booking.com/hotel/tw/queens-hotel-taipei.zh-tw.html,3
皇后旅店,6.8,禁菸客房、免費無線網路、客房服務、家庭房、24 小時接待櫃檯、行李寄存、每日清潔服務,無,大同區,台北大同區長安西路226號2F,25.05138516311912,121.51462331403307,標準房,2340,2,#RD71167002,https://www.booking.com/hotel/tw/queens-hotel-taipei.zh-tw.html,3
豪贊旅店,6.9,禁菸客房、免費無線網路、24 小時接待櫃檯、電梯、每日清潔服務,無,萬華區,台北萬華區昆明街34號2樓,25.047064,121.505814,標準房,3960,4,#RD437131103,https://www.booking.com/hotel/tw/hao-zan-lu-dian.zh-tw.html,4
大地清旅,8.0,禁菸客房、免費無線網路、客房服務、機場接駁車、餐廳、24 小時接待櫃檯、洗衣、電梯、行李寄存、早餐評價還不錯,「舒適整潔」 | 「地點離出差位置很近，走路就可以到。 設備有些有點老舊，但整體環境簡單乾淨，櫃檯人員專業親切」 | 「乾淨清潔，沒什麼噪音，旁邊滿多吃的」,中山區,台北中山區長安東路二段246號4樓,25.048153419813925,121.5433077742398,標準房,5702,4,#RD105768508,https://www.booking.com/hotel/tw/horizon-inn-taipei.zh-tw.html,3
大地清旅,8.0,禁菸客房、免費無線網路、客房服務、機場接駁車、餐廳、24 小時接待櫃檯、洗衣、電梯、行李寄存、早餐評價還不錯,「舒適整潔」 | 「地點離出差位置很近，走路就可以到。 設備有些有點老舊，但整體環境簡單乾淨，櫃檯人員專業親切」 | 「乾淨清潔，沒什麼噪音，旁邊滿多吃的」,中山區,台北中山區長安東路二段246號4樓,25.048153419813925,121.5433077742398,標準房,5999,4,無,https://www.booking.com/hotel/tw/horizon-inn-taipei.zh-tw.html,3
千彩格精品旅店,8.0,禁菸客房、免費無線網路、家庭房、24 小時接待櫃檯、電梯、行李寄存,「寵物友善」 | 「櫃檯人員態度親切，有問題能隨時解答」 | 「因為是帶著貓貓入住，服務人員非常有耐心解釋注意事項，並給予相關協助，住宿空間也很足夠，大推！！！」,中山區,台北中山區林森北路286號,25.05577156158259,121.52528967609214,標準房,5168,4,#RD118262314,https://www.booking.com/hotel/tw/king-garden-hotel.zh-tw.html,3
千彩格精品旅店,8.0,禁菸客房、免費無線網路、家庭房、24 小時接待櫃檯、電梯、行李寄存,「寵物友善」 | 「櫃檯人員態度親切，有問題能隨時解答」 | 「因為是帶著貓貓入住，服務人員非常有耐心解釋注意事項，並給予相關協助，住宿空間也很足夠，大推！！！」,中山區,台北中山區林森北路286號,25.05577156158259,121.52528967609214,標準房,3052,2,#RD118262318,https://www.booking.com/hotel/tw/king-garden-hotel.zh-tw.html,3
千彩格精品旅店,8.0,禁菸客房、免費無線網路、家庭房、24 小時接待櫃檯、電梯、行李寄存,「寵物友善」 | 「櫃檯人員態度親切，有問題能隨時解答」 | 「因為是帶著貓貓入住，服務人員非常有耐心解釋注意事項，並給予相關協助，住宿空間也很足夠，大推！！！」,中山區,台北中山區林森北路286號,25.05577156158259,121.52528967609214,標準房,3876,2,#RD118262307,https://www.booking.com/hotel/tw/king-garden-hotel.zh-tw.html,3
千彩格精品旅店,8.0,禁菸客房、免費無線網路、家庭房、24 小時接待櫃檯、電梯、行李寄存,「寵物友善」 | 「櫃檯人員態度親切，有問題能隨時解答」 | 「因為是帶著貓貓入住，服務人員非常有耐心解釋注意事項，並給予相關協助，住宿空間也很足夠，大推！！！」,中山區,台北中山區林森北路286號,25.05577156158259,121.52528967609214,標準房,4028,2,#RD118262313,https://www.booking.com/hotel/tw/king-garden-hotel.zh-tw.html,3
千彩格精品旅店,8.0,禁菸客房、免費無線網路、家庭房、24 小時接待櫃檯、電梯、行李寄存,「寵物友善」 | 「櫃檯人員態度親切，有問題能隨時解答」 | 「因為是帶著貓貓入住，服務人員非常有耐心解釋注意事項，並給予相關協助，住宿空間也很足夠，大推！！！」,中山區,台北中山區林森北路286號,25.05577156158259,121.52528967609214,標準房,4104,2,#RD118262322,https://www.booking.com/hotel/tw/king-garden-hotel.zh-tw.html,3
拾光嶼 28,7.6,禁菸客房、免費無線網路、家庭房,「住宿地點不錯離夜市近 性價比可以房間安靜 可以自己辦入住 但是線上辦理超級瑣碎 這個點讓人很頭疼」 | 「環境舒適、乾淨，浴室乾濕分離」 | 「空間寬敞 乾淨 廁所也很新」,大同區,台北大同區2F,25.052558,121.513113,標準房,5122,4,#RD403896504,https://www.booking.com/hotel/tw/sumiyashi20-1.zh-tw.html,4
拾光嶼 28,7.6,禁菸客房、免費無線網路、家庭房,「住宿地點不錯離夜市近 性價比可以房間安靜 可以自己辦入住 但是線上辦理超級瑣碎 這個點讓人很頭疼」 | 「環境舒適、乾淨，浴室乾濕分離」 | 「空間寬敞 乾淨 廁所也很新」,大同區,台北大同區2F,25.052558,121.513113,標準房,5122,4,無,https://www.booking.com/hotel/tw/sumiyashi20-1.zh-tw.html,4
拾光嶼 28,7.6,禁菸客房、免費無線網路、家庭房,「住宿地點不錯離夜市近 性價比可以房間安靜 可以自己辦入住 但是線上辦理超級瑣碎 這個點讓人很頭疼」 | 「環境舒適、乾淨，浴室乾濕分離」 | 「空間寬敞 乾淨 廁所也很新」,大同區,台北大同區2F,25.052558,121.513113,標準房,4610,3,無,https://www.booking.com/hotel/tw/sumiyashi20-1.zh-tw.html,4
拾光嶼 28,7.6,禁菸客房、免費無線網路、家庭房,「住宿地點不錯離夜市近 性價比可以房間安靜 可以自己辦入住 但是線上辦理超級瑣碎 這個點讓人很頭疼」 | 「環境舒適、乾淨，浴室乾濕分離」 | 「空間寬敞 乾淨 廁所也很新」,大同區,台北大同區2F,25.052558,121.513113,標準房,4354,2,無,https://www.booking.com/hotel/tw/sumiyashi20-1.zh-tw.html,4
拾光嶼 28,7.6,禁菸客房、免費無線網路、家庭房,「住宿地點不錯離夜市近 性價比可以房間安靜 可以自己辦入住 但是線上辦理超級瑣碎 這個點讓人很頭疼」 | 「環境舒適、乾淨，浴室乾濕分離」 | 「空間寬敞 乾淨 廁所也很新」,大同區,台北大同區2F,25.052558,121.513113,標準房,2797,1,#RD403896501,https://www.booking.com/hotel/tw/sumiyashi20-1.zh-tw.html,4
拾光嶼 28,7.6,禁菸客房、免費無線網路、家庭房,「住宿地點不錯離夜市近 性價比可以房間安靜 可以自己辦入住 但是線上辦理超級瑣碎 這個點讓人很頭疼」 | 「環境舒適、乾淨，浴室乾濕分離」 | 「空間寬敞 乾淨 廁所也很新」,大同區,台北大同區2F,25.052558,121.513113,標準房,2797,1,無,https://www.booking.com/hotel/tw/sumiyashi20-1.zh-tw.html,4
Meander 1948,9.0,禁菸客房、免費無線網路、洗衣、電梯、早餐評價很好,「服務態度（都好親切） 硬體設備（淋浴間還有乾濕分離超棒，置物空間很大，可以放大行李箱，還有電子鎖木櫃） 整潔乾淨 地理位置非常優越 飲食餐卷（可以去當地美食店家消費）」 | 「很乾淨 服務人員態度很好」 | 「有女性專區、浴室有簡易乾濕分離、個人空間可上鎖」,大同區,台北大同區No,25.050517,121.515144,標準房,6000,4,#RD420263224,https://www.booking.com/hotel/tw/meander-1948.zh-tw.html,3
Meander 1948,9.0,禁菸客房、免費無線網路、洗衣、電梯、早餐評價很好,「服務態度（都好親切） 硬體設備（淋浴間還有乾濕分離超棒，置物空間很大，可以放大行李箱，還有電子鎖木櫃） 整潔乾淨 地理位置非常優越 飲食餐卷（可以去當地美食店家消費）」 | 「很乾淨 服務人員態度很好」 | 「有女性專區、浴室有簡易乾濕分離、個人空間可上鎖」,大同區,台北大同區No,25.050517,121.515144,標準房,4200,2,#RD420263217,https://www.booking.com/hotel/tw/meander-1948.zh-tw.html,3
Meander 1948,9.0,禁菸客房、免費無線網路、洗衣、電梯、早餐評價很好,「服務態度（都好親切） 硬體設備（淋浴間還有乾濕分離超棒，置物空間很大，可以放大行李箱，還有電子鎖木櫃） 整潔乾淨 地理位置非常優越 飲食餐卷（可以去當地美食店家消費）」 | 「很乾淨 服務人員態度很好」 | 「有女性專區、浴室有簡易乾濕分離、個人空間可上鎖」,大同區,台北大同區No,25.050517,121.515144,標準房,6000,2,#RD420263216,https://www.booking.com/hotel/tw/meander-1948.zh-tw.html,3
Meander 1948,9.0,禁菸客房、免費無線網路、洗衣、電梯、早餐評價很好,「服務態度（都好親切） 硬體設備（淋浴間還有乾濕分離超棒，置物空間很大，可以放大行李箱，還有電子鎖木櫃） 整潔乾淨 地理位置非常優越 飲食餐卷（可以去當地美食店家消費）」 | 「很乾淨 服務人員態度很好」 | 「有女性專區、浴室有簡易乾濕分離、個人空間可上鎖」,大同區,台北大同區No,25.050517,121.515144,標準房,2400,1,#RD420263215,https://www.booking.com/hotel/tw/meander-1948.zh-tw.html,3
Ueno Hirokoji 428,7.7,禁菸客房、免費無線網路、電梯,"「寧靜舒適」 | 「全程自助式入住取得房卡,流程方便順暢,不須額外客服或是要與服務人員接洽」 | 「浴室乾濕分離」",大同區,台北大同區No,25.056761,121.508631,標準房,4675,4,#RD347725404,https://www.booking.com/hotel/tw/ueno-hirokoji-428.zh-tw.html,4
Ueno Hirokoji 428,7.7,禁菸客房、免費無線網路、電梯,"「寧靜舒適」 | 「全程自助式入住取得房卡,流程方便順暢,不須額外客服或是要與服務人員接洽」 | 「浴室乾濕分離」",大同區,台北大同區No,25.056761,121.508631,標準房,2848,2,#RD347725401,https://www.booking.com/hotel/tw/ueno-hirokoji-428.zh-tw.html,4
Ueno Hirokoji 428,7.7,禁菸客房、免費無線網路、電梯,"「寧靜舒適」 | 「全程自助式入住取得房卡,流程方便順暢,不須額外客服或是要與服務人員接洽」 | 「浴室乾濕分離」",大同區,台北大同區No,25.056761,121.508631,標準房,3116,2,#RD347725405,https://www.booking.com/hotel/tw/ueno-hirokoji-428.zh-tw.html,4
華達大飯店,6.1,禁菸客房、免費無線網路、機場接駁車、家庭房、電梯、行李寄存、每日清潔服務,無,中正區,台北中正區重慶南路一段1號,25.04676528602632,121.5133953877314,標準房,4500,4,#RD105533101,https://www.booking.com/hotel/tw/hua-mei-da-fan-dian.zh-tw.html,2
華達大飯店,6.1,禁菸客房、免費無線網路、機場接駁車、家庭房、電梯、行李寄存、每日清潔服務,無,中正區,台北中正區重慶南路一段1號,25.04676528602632,121.5133953877314,標準房,5400,4,#RD105533102,https://www.booking.com/hotel/tw/hua-mei-da-fan-dian.zh-tw.html,2
華達大飯店,6.1,禁菸客房、免費無線網路、機場接駁車、家庭房、電梯、行李寄存、每日清潔服務,無,中正區,台北中正區重慶南路一段1號,25.04676528602632,121.5133953877314,標準房,4300,3,#RD105533106,https://www.booking.com/hotel/tw/hua-mei-da-fan-dian.zh-tw.html,2
華達大飯店,6.1,禁菸客房、免費無線網路、機場接駁車、家庭房、電梯、行李寄存、每日清潔服務,無,中正區,台北中正區重慶南路一段1號,25.04676528602632,121.5133953877314,標準房,2550,2,#RD105533103,https://www.booking.com/hotel/tw/hua-mei-da-fan-dian.zh-tw.html,2
華達大飯店,6.1,禁菸客房、免費無線網路、機場接駁車、家庭房、電梯、行李寄存、每日清潔服務,無,中正區,台北中正區重慶南路一段1號,25.04676528602632,121.5133953877314,標準房,2750,2,#RD105533104,https://www.booking.com/hotel/tw/hua-mei-da-fan-dian.zh-tw.html,2
貴都飯店-Crystal Hotel Taipei,6.2,禁菸客房、免費無線網路、私人停車場、家庭房、24 小時接待櫃檯、電梯、行李寄存,無,萬華區,台北萬華區No,25.03006427071438,121.50289356708528,標準房,3769,4,#RD58365804,https://www.booking.com/hotel/tw/crystalhoteltaipei.zh-tw.html,3
貴都飯店-Crystal Hotel Taipei,6.2,禁菸客房、免費無線網路、私人停車場、家庭房、24 小時接待櫃檯、電梯、行李寄存,無,萬華區,台北萬華區No,25.03006427071438,121.50289356708528,標準房,3250,3,#RD58365803,https://www.booking.com/hotel/tw/crystalhoteltaipei.zh-tw.html,3
貴都飯店-Crystal Hotel Taipei,6.2,禁菸客房、免費無線網路、私人停車場、家庭房、24 小時接待櫃檯、電梯、行李寄存,無,萬華區,台北萬華區No,25.03006427071438,121.50289356708528,標準房,1800,2,#RD58365808,https://www.booking.com/hotel/tw/crystalhoteltaipei.zh-tw.html,3
貴都飯店-Crystal Hotel Taipei,6.2,禁菸客房、免費無線網路、私人停車場、家庭房、24 小時接待櫃檯、電梯、行李寄存,無,萬華區,台北萬華區No,25.03006427071438,121.50289356708528,標準房,1950,2,#RD58365802,https://www.booking.com/hotel/tw/crystalhoteltaipei.zh-tw.html,3
貴都飯店-Crystal Hotel Taipei,6.2,禁菸客房、免費無線網路、私人停車場、家庭房、24 小時接待櫃檯、電梯、行李寄存,無,萬華區,台北萬華區No,25.03006427071438,121.50289356708528,標準房,2080,2,#RD58365806,https://www.booking.com/hotel/tw/crystalhoteltaipei.zh-tw.html,3
客憩旅宿,7.6,禁菸客房、免費無線網路、電梯、每日清潔服務,「CP值高」 | 「環境乾淨整潔」 | 「小巧精緻很不錯」,中正區,台北中正區重慶南路一段63號2樓,25.044507,121.5133576,標準房,4433,4,#RD1090480202,https://www.booking.com/hotel/tw/cozyke-qi-lu-su.zh-tw.html,4
客憩旅宿,7.6,禁菸客房、免費無線網路、電梯、每日清潔服務,「CP值高」 | 「環境乾淨整潔」 | 「小巧精緻很不錯」,中正區,台北中正區重慶南路一段63號2樓,25.044507,121.5133576,標準房,1211,1,#RD1090480204,https://www.booking.com/hotel/tw/cozyke-qi-lu-su.zh-tw.html,4
客憩旅宿,7.6,禁菸客房、免費無線網路、電梯、每日清潔服務,「CP值高」 | 「環境乾淨整潔」 | 「小巧精緻很不錯」,中正區,台北中正區重慶南路一段63號2樓,25.044507,121.5133576,標準房,1211,1,#RD1090480207,https://www.booking.com/hotel/tw/cozyke-qi-lu-su.zh-tw.html,4
客憩旅宿,7.6,禁菸客房、免費無線網路、電梯、每日清潔服務,「CP值高」 | 「環境乾淨整潔」 | 「小巧精緻很不錯」,中正區,台北中正區重慶南路一段63號2樓,25.044507,121.5133576,標準房,1211,1,#RD1090480208,https://www.booking.com/hotel/tw/cozyke-qi-lu-su.zh-tw.html,4
大稻埕花園旅店,8.6,禁菸客房、免費無線網路、餐廳、家庭房、電梯、行李寄存、每日清潔服務、暖氣、早餐評價超棒,「房間擺設跟佈置讓人很精緻很放鬆」 | 「環境乾淨」 | 「地點超讚」,大同區,台北大同區迪化街一段334號,25.062021440892508,121.50918066501616,標準房,7560,4,#RD192900304,https://www.booking.com/hotel/tw/da-dao-cheng-hua-yuan-lu-dian.zh-tw.html,3
大稻埕花園旅店,8.6,禁菸客房、免費無線網路、餐廳、家庭房、電梯、行李寄存、每日清潔服務、暖氣、早餐評價超棒,「房間擺設跟佈置讓人很精緻很放鬆」 | 「環境乾淨」 | 「地點超讚」,大同區,台北大同區迪化街一段334號,25.062021440892508,121.50918066501616,標準房,8550,4,#RD192900305,https://www.booking.com/hotel/tw/da-dao-cheng-hua-yuan-lu-dian.zh-tw.html,3
三隻老虎旅店,8.1,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、暖氣,「住的非常舒服，推薦大家來住。」 | 「辦理入住櫃檯的兩隻狗狗超讚😍😍」 | 「很棒，有機會下次再來！應有盡有。冷氣很涼，熱水夠熱，不夠熱還可以自己調，水量充足！有電梯，可以搭乘。房間乾淨。」,萬華區,台北萬華區3F,25.043683386989876,121.50460157540692,標準房,5852,4,#RD62628406,https://www.booking.com/hotel/tw/triple-tiger-taipei.zh-tw.html,2
三隻老虎旅店,8.1,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、暖氣,「住的非常舒服，推薦大家來住。」 | 「辦理入住櫃檯的兩隻狗狗超讚😍😍」 | 「很棒，有機會下次再來！應有盡有。冷氣很涼，熱水夠熱，不夠熱還可以自己調，水量充足！有電梯，可以搭乘。房間乾淨。」,萬華區,台北萬華區3F,25.043683386989876,121.50460157540692,標準房,3900,3,#RD62628422,https://www.booking.com/hotel/tw/triple-tiger-taipei.zh-tw.html,2
