lat,lon,name,address
25.088981,121.526009,士林三安藥局,臺北市士林區大南路１１號
25.0955096,121.5236009,博惠藥局,臺北市士林區華榮街１６號
25.082512,121.51013,太安藥局,臺北市士林區延平北路５段１５７號
25.111678,121.526737,日康藥局,臺北市士林區士東路１２號１樓
25.082846,121.519909,安寧藥局,臺北市士林區劍潭路９１號
25.108967,121.531665,天母大和藥師藥局,臺北市士林區德行東路１８９－１號１樓
25.119313,121.527376,今欣藥局,臺北市士林區天母西路４１巷９號１樓
25.081072,121.522022,資生堂藥局,臺北市士林區承德路４段４０巷１７號１Ｆ
25.081694,121.510565,社子全民藥局,臺北市士林區延平北路５段１２０號
25.118636,121.531073,康華藥局,臺北市士林區中山北路７段１４巷２號２樓
25.088771,121.509901,達揚藥局,臺北市士林區社正路３６號１樓
25.084438,121.522772,和樹藥局,臺北市士林區後港街４５巷１號１樓
25.086279,121.509549,三光藥局,臺北市士林區延平北路５段３２０號１樓
25.087878,121.508764,博信藥局,臺北市士林區延平北路６段６１號
25.087495,121.507966,芳圓藥局,臺北市士林區社子街２６－１號
25.105058,121.522685,柏雅大藥局,臺北市士林區德行西路６４號
25.108121,121.528394,幸福藥局,臺北市士林區德行東路１０９巷８號
25.090564,121.520033,聖賢藥局,臺北市士林區士商路５８號
25.084827,121.509683,健揚藥局,臺北市士林區延平北路５段２５１號
25.088874,121.518016,大南春天生活藥局,臺北市士林區大南路３１７、３１９號
25.087513,121.506745,祥新藥局,臺北市士林區社子街６５號
25.118348,121.526217,天母台安藥局,臺北市士林區天母西路３４號
25.088494,121.519941,華齡春天生活藥局,臺北市士林區華齡街３６、３８號
25.107302,121.527464,德行春天生活藥局,臺北市士林區德行東路７６號
25.111562,121.528778,家安健保藥局,臺北市士林區德行東路１０９巷１１９號
25.088502,121.521473,愛佳藥局,臺北市士林區承德路４段２２２之１號
25.080338,121.509931,安奕藥局,臺北市士林區葫蘆街３０巷１２號
25.109385,121.532885,全予藥局,臺北市士林區德行東路２２１號
25.090366,121.525679,太和堂中西藥局,臺北市士林區大東路７４號（實際使用：１樓）
25.107587,121.525201,佩佩藥局,臺北市士林區中山北路６段１８２號
25.10357,121.52273,躍獅芝山藥局,臺北市士林區福華路１５４號（實際使用：１樓）
25.118845,121.532774,藥本家藥局,臺北市士林區中山北路７段１４巷２６號１樓
25.113297,121.510583,石牌藥局,臺北市北投區石牌路１段４９號
25.111918,121.515515,天蓮藥局,臺北市北投區石牌路１段１６６巷１１５號
25.110859,121.515267,丸三大藥局,臺北市北投區自強街１０５號
25.110863,121.520643,進春藥局,臺北市北投區明德路１５１號
25.117921,121.516637,川秀藥局,臺北市北投區石牌路２段９９巷９號１樓
25.119352,121.46682,新祥藥局,臺北市北投區知行路２０８號－１
25.128426,121.469233,昌源藥局,臺北市北投區中央北路４段４８５號
25.126125,121.508068,九福藥局,臺北市北投區公館路２３６號
25.112188,121.519338,弘安藥局,臺北市北投區懷德街３３號１樓
25.112308,121.519911,名山藥局,臺北市北投區東陽街４７５號１樓
25.131565,121.501464,明華藥局,臺北市北投區清江路８號（實際使用：１樓）
25.109399,121.519607,美康藥局,臺北市北投區明德路９０號１樓
25.14108,121.499763,康揚藥局,臺北市北投區中和街３２２號
25.111205,121.516064,國泰藥師藥局,臺北市北投區自強街１３９－１號
25.110746,121.515459,長宜藥局,臺北市北投區自強街１１２號
25.135663,121.503295,大家藥局,臺北市北投區光明路１８２號
25.130443,121.501704,杏嘉藥局,臺北市北投區清江路６８號
25.112622,121.514979,小豬藥局,臺北市北投區東陽街４０３號１樓
25.130151,121.501195,鴻恩藥局,臺北市北投區中央南路１段１２９號
25.115209,121.508706,天禧大藥局,臺北市北投區實踐街３５號
25.122144,121.467192,萬信藥局,臺北市北投區知行路３０５號（實際使用１樓）
25.131345,121.501126,北投春天藥局,臺北市北投區中央南路１段７６號
25.110531,121.514907,致遠春天藥局,臺北市北投區致遠一路１段１３２號１、２樓
25.135084,121.502694,全家藥粧藥局,臺北市北投區光明路１６６－２號
25.118509,121.506816,吉利春天生活藥局,臺北市北投區吉利街１２０號
25.114259,121.513104,理得藥局,臺北市北投區石牌路１段１５０號
25.13192,121.501427,天康大藥局,臺北市北投區中央南路１段５７號
25.114287,121.515314,康賢藥局,臺北市北投區西安街１段３５９號１樓
25.041359,121.582336,臺陽藥局,臺北市信義區大道路６１號
25.039756,121.575298,杏康藥局,臺北市信義區忠孝東路５段３７２巷２７弄６８－２號１Ｆ
25.042561,121.577657,慧生藥局,臺北市信義區松山路３１０號
25.045264,121.578132,松山大藥局,臺北市信義區永吉路４３６號
25.041443,121.577991,立信藥局,臺北市信義區松山路４０３號
25.026581,121.564193,吳興藥局,臺北市信義區吳興街２７９號１樓
25.038441,121.576883,新和平藥局,臺北市信義區虎林街１９８號１樓
25.04069,121.576322,得揚藥局,臺北市信義區忠孝東路５段４５２號１樓
25.043348,121.576905,華泰藥局,臺北市信義區虎林街８２巷５號
25.038409,121.58474,麗中藥局,臺北市信義區福德街２１７號
25.039306,121.58736,康杏藥局,臺北市信義區福德街３０６號１樓
25.02745,121.563493,綠杏大藥局,臺北市信義區吳興街２４１號
25.029598,121.562088,信桉藥局,臺北市信義區莊敬路２３６號
25.042658,121.568544,安心藥局,臺北市信義區永吉路３０巷１４８弄４之１號
25.045715,121.573872,永吉藥局,臺北市信義區永吉路２１３號
25.026174,121.568769,躍獅松仁藥局,臺北市信義區松仁路２３３號（實際營業地址：１樓）
25.037516,121.575287,喜樂藥局,臺北市信義區松德路１２５號
25.036586,121.558151,榮泰藥局,臺北市信義區光復南路４１９巷１９號
25.045088,121.577633,皇昇大藥局,臺北市信義區松山路２１０號１樓
25.044574,121.575546,貴臨藥局,臺北市信義區永吉路３２６巷１９號
25.027717,121.564342,大鳥藥局,臺北市信義區莊敬路３５４號
25.024363,121.554199,濟生中西藥局,臺北市信義區崇德街４１號
25.037414,121.579164,上禾藥師藥局,臺北市信義區林口街２７號
25.041263,121.575264,新永春藥局,臺北市信義區忠孝東路５段４２３巷１號
25.043242,121.568867,新興健保藥局,臺北市信義區永吉路３０巷１１３號
25.021274,121.55643,洪暘藥局,臺北市信義區富陽街８６號
25.039594,121.576721,尚頤中西藥局,臺北市信義區虎林街１４５號
25.026719,121.567728,博亞藥局,臺北市信義區莊敬路４６２號
25.048771,121.579748,松美藥局,臺北市信義區市民大道６段３２０號（實際營業地址：１樓）
25.041624,121.527151,崇信藥局,臺北市中正區齊東街８８號
25.030257,121.507648,日生大藥局,臺北市中正區汀州路１段５３號１樓
25.03969,121.532552,大安藥局,臺北市中正區新生南路１段１０６號
25.042206,121.512629,上海聯合藥局,臺北市中正區衡陽路３２號１樓
25.016545,121.530298,中心藥局,臺北市中正區汀州路３段１２１號
25.035454,121.526975,祥全藥局,臺北市中正區信義路２段７９巷１５－８號１Ｆ
25.016668,121.530123,古亭藥局,臺北市中正區汀州路３段１１７號
25.033161,121.518219,新獻安藥局,臺北市中正區羅斯福路１段１５號
25.029994,121.506762,永興藥局,臺北市中正區汀州路１段９２巷２８號
25.016733,121.53003,東華藥局,臺北市中正區汀州路３段１１３號
25.022361,121.523719,怡誠藥局,臺北市中正區汀州路２段２１２號
25.044482,121.516857,佳和藥局,臺北市中正區黎明里公園路３０號
25.024901,121.50961,進達健保藥局,臺北市中正區中華路２段４５３號
25.029532,121.518592,信康藥局,臺北市中正區南昌路１段１４３號
25.027356,121.510947,豐仁藥局,臺北市中正區寧波西街１６１號
25.043226,121.532613,立赫健保藥局,臺北市中正區新生南路１段１６之２號
25.043557,121.5155,中力藥局,臺北市中正區襄陽路１３之５號、１５號
25.031753,121.520215,桐心藥局,臺北市中正區金華街１８之６號１樓
25.027528,121.494213,長泰藥局,臺北市萬華區西園路２段２８０號
25.024189,121.497344,世欣藥局,臺北市萬華區東園街１７３號１Ｆ
25.0296,121.500722,裕和藥局,臺北市萬華區萬大路１１５、１１７號
25.046693,121.506147,秀全藥局,臺北市萬華區開封街２段６６－３號
