name,category,lat,lon,address
饕濤餐飲股份有限公司,餐廳,25.061329,121.547516,臺北市松山區民權東路3段106巷3弄24號1樓
池久國際股份有限公司,餐廳,25.084574,121.521699,臺北市士林區前港街34號
寵物派股份有限公司,餐廳,25.028808,121.549183,臺北市大安區敦化南路2段99號13樓
新加坡商維諾瓦股份有限公司,餐廳,25.051676,121.541497,臺北市中山區南京東路3段168號2樓之1
一號地鍋雞有限公司,餐廳,25.044899,121.5505,臺北市松山區市民大道4段137號
昂弄有限公司,餐廳,25.028772,121.550245,臺北市大安區安和路2段92號地下一樓
穗利有限公司,餐廳,25.014164,121.533705,臺北市中正區汀州路3段213號1樓
歐聚股份有限公司,餐廳,25.040859,121.555205,臺北市大安區光復南路240巷50號1樓
鶴藝有限公司,餐廳,25.042902,121.565797,臺北市信義區基隆路1段143號11樓之3
瓏豪餐飲有限公司,餐廳,25.064768,121.53618,臺北市中山區農安街273號1樓
長話餐館有限公司,餐廳,25.051456,121.527019,臺北市中山區林森北路159巷57號1樓
億希企業有限公司,餐廳,25.055845,121.533311,臺北市中山區松江路169號1樓
聖維斯股份有限公司,餐廳,25.033961,121.554439,臺北市大安區信義路4段265巷11號(1樓)
金陞餐飲事業有限公司,餐廳,25.053471,121.54386,臺北市中山區復興北路164號7樓
三十未央有限公司,餐廳,25.023046,121.52854,臺北市大安區師大路91號1樓
美商渴望智能販賣機股份有限公司,餐廳,25.047158,121.510684,臺北市中正區中華路一段9巷15號
海燕餐飲有限公司,餐廳,25.044647,121.544421,臺北市大安區市民大道4段12號
澄願有限公司,餐廳,25.050438,121.580267,臺北市南港區八德路4段778號6樓
七玖管理顧問有限公司,餐廳,25.051394,121.555708,臺北市松山區南京東路4段130號2樓之1
青芳有限公司,餐廳,25.066628,121.524027,臺北市中山區德惠街16號及16之1號1樓
星域美學顧問有限公司,餐廳,25.018122,121.533355,臺北市大安區新生南路3段88號6樓
食序有限公司,餐廳,25.141805,121.499891,臺北市北投區復興四路14號1樓
廣納股份有限公司,餐廳,25.044809,121.552378,臺北市松山區八德路3段74巷94號
睿軒新信義股份有限公司,餐廳,25.041307,121.543981,臺北市大安區忠孝東路4段2號8樓之9
創拓智聯有限公司,餐廳,25.035768,121.546099,臺北市大安區大安路1段191號6樓之1
馬師廚房有限公司,餐廳,25.041864,121.546856,臺北市大安區忠孝東路4段71之5號6樓
境炁茶息科創文化有限公司,餐廳,25.055686,121.544334,臺北市松山區復興北路201號4樓之2
毛家私廚有限公司,餐廳,25.030054,121.540736,臺北市大安區瑞安街208巷47弄3號1樓
享好日有限公司,餐廳,25.051998,121.546149,臺北市松山區南京東路3段287號5樓
姜姜好食品有限公司,餐廳,25.040717,121.543508,臺北市大安區復興南路1段180號2樓
數泰有限公司,餐廳,25.03246,121.557885,臺北市信義區光復南路495號4樓
榆市有限公司,餐廳,25.043755,121.513338,臺北市中正區重慶南路1段83號6樓
莫內花園酒店股份有限公司,餐廳,25.038104,121.525367,臺北市中正區仁愛路2段2號6樓
蘿蘿家有限公司,餐廳,25.041293,121.565175,臺北市信義區忠孝東路5段1之8號11樓
茗釧股份有限公司,餐廳,25.060217,121.544512,臺北市松山區復興北路337號10樓
承啟顧問股份有限公司,餐廳,25.049803,121.572725,臺北市松山區八德路4段604號2樓之15
內田家有限公司,餐廳,25.044944,121.576275,臺北市信義區虎林街66巷12號1樓
享最最有限公司,餐廳,25.050913,121.576485,臺北市松山區饒河街215號1樓
謙金實業有限公司,餐廳,25.026285,121.5517,臺北市大安區樂利路56號
生活日常有限公司,餐廳,25.117943,121.533356,臺北市士林區天母東路48號2樓
高飛中山有限公司,餐廳,25.053179,121.518722,臺北市大同區南京西路73號1樓
翰昇數位科技股份有限公司,餐廳,25.081478,121.565507,臺北市內湖區基湖路1-2號1樓
山覽有限公司,餐廳,25.115048,121.516909,臺北市北投區裕民二路43號4樓之1
御力國際事業有限公司,餐廳,25.051273,121.560918,臺北市松山區南京東路5段70號5樓之2
加大國際餐飲企業股份有限公司,餐廳,25.049458,121.515872,臺北市大同區太原路11巷29號
百利興股份有限公司,餐廳,25.04841,121.541514,臺北市中山區長安東路2段169之15號12樓之1
前線生活有限公司,餐廳,25.050366,121.561841,臺北市松山區光復北路11巷89號
貝萊富投資股份有限公司,餐廳,25.026909,121.544132,臺北市大安區和平東路2段265巷21之1號1樓
伍號咖啡有限公司,餐廳,25.032755,121.553434,臺北市大安區通安街5號1樓
